Estimated_Dollar_Loss,Number_of_responding_personnel,Possible_Cause,TFS_Arrival_Time,Latitude,Longitude
100,22,47 - Improper handling of ignition source or ignited material,2020-03-05T18:13:07,43.77916809,-79.43944935
3000,4,52 - Electrical Failure,2020-03-05T22:09:41,43.62736672,-79.50491369
10000,8,99 - Undetermined,2020-03-06T02:47:44,43.69043934,-79.28668628
25000,8,99 - Undetermined,2020-03-06T09:05:49,43.75208999,-79.54238057
20000,6,52 - Electrical Failure,2020-03-06T12:00:15,43.70994741,-79.41736932
50000,20,44 - Unattended,2020-03-06T12:18:49,43.6823082,-79.46546282
1000,24,99 - Undetermined,2020-03-06T16:10:56,43.6759181,-79.47039233
300,23,52 - Electrical Failure,2020-03-07T06:23:33,43.78706878,-79.41735046
1000,10,"98 - Unintentional, cause undetermined",2020-03-07T11:19:06,43.75439724,-79.55871771
2000,34,52 - Electrical Failure,2020-03-07T17:07:36,43.66428591,-79.36798185
100000,26,49 - Improper Storage,2020-03-07T17:08:18,43.68865738,-79.49421511
3500,57,47 - Improper handling of ignition source or ignited material,2020-03-07T17:42:05,43.75569167,-79.43699234
50000,26,52 - Electrical Failure,2020-03-07T19:38:11,43.69861204,-79.49085487
30000,34,44 - Unattended,2020-03-07T19:42:17,43.7717039,-79.25849317
20000,12,52 - Electrical Failure,2020-03-07T20:28:36,43.82718903,-79.22062606
25000,25,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-03-07T20:53:59,43.67130547,-79.33097698
5000,4,52 - Electrical Failure,2020-03-07T21:17:57,43.68928248,-79.4592728
250,4,99 - Undetermined,2020-03-08T07:25:08,43.70698274,-79.45318011
10000,10,20 - Design/Construction/Installation/Maintenance Deficiency,2020-03-08T14:29:24,43.7973022,-79.14433905
0,20,45 - Improperly Discarded,2020-03-08T16:33:56,43.66729534,-79.37377791
1000,23,52 - Electrical Failure,2020-03-09T00:20:18,43.73122846,-79.43459978
2000,23,45 - Improperly Discarded,2020-03-09T05:19:12,43.64293366,-79.42731327
25000,4,99 - Undetermined,2020-03-09T06:53:26,43.62716187,-79.55889998
0,4,45 - Improperly Discarded,2020-03-09T09:20:55,43.72587357,-79.48547593
30000,42,99 - Undetermined,2020-03-09T13:00:15,43.65571596,-79.38376619
300,4,03 - Suspected Vandalism,2020-03-09T18:05:23,43.71849272,-79.43297398
5000,26,"60 - Other unintentional cause, not classified",2020-03-09T19:06:32,43.76045978,-79.50978049
5000,4,52 - Electrical Failure,2020-03-09T19:09:17,43.8168044680191,-79.3366639247957
0,4,"98 - Unintentional, cause undetermined",2020-03-09T19:31:11,43.71800501,-79.3379999
4000,16,52 - Electrical Failure,2020-03-09T20:32:37,43.71876139,-79.51842938
0,15,20 - Design/Construction/Installation/Maintenance Deficiency,2020-03-10T10:36:48,43.73825551,-79.27046411
5000,4,51 - Mechanical Failure,2020-03-10T11:15:51,43.70786115,-79.39281937
0,21,99 - Undetermined,2020-03-10T16:20:43,43.72511127,-79.48169402
0,21,52 - Electrical Failure,2020-03-11T05:56:56,43.61257043,-79.4995049
20000,19,52 - Electrical Failure,2020-03-11T09:40:30,43.7666072,-79.18565897
50,20,44 - Unattended,2020-03-11T15:35:39,43.66115076,-79.42943801
1000,40,45 - Improperly Discarded,2020-03-11T17:52:42,43.72229088,-79.24997436
2000,23,"60 - Other unintentional cause, not classified",2020-03-11T22:36:58,43.73084539,-79.27388969
5000,4,51 - Mechanical Failure,2020-03-11T23:12:13,43.77583271,-79.33775232
40000,11,99 - Undetermined,2020-03-12T01:39:50,43.71302277,-79.54628002
6000,22,45 - Improperly Discarded,2020-03-12T04:40:37,43.66657287,-79.41962412
15000,12,99 - Undetermined,2020-03-12T10:08:08,43.63518913,-79.4681478
25000,23,"98 - Unintentional, cause undetermined",2020-03-12T13:41:06,43.69607104,-79.44500077
0,21,45 - Improperly Discarded,2020-03-12T14:57:13,43.79056909,-79.24079623
50000,39,52 - Electrical Failure,2020-03-12T16:05:58,43.75044374,-79.62391184
80000,21,01 - Suspected Arson,2020-03-13T00:49:23,43.73535642,-79.56139083
1000,25,"60 - Other unintentional cause, not classified",2020-03-13T08:22:52,43.67514146,-79.3381493
50000,46,01 - Suspected Arson,2020-03-13T09:16:26,43.6516088,-79.47408943
7500,4,99 - Undetermined,2020-03-13T10:59:39,43.76590873,-79.5196889
500,52,45 - Improperly Discarded,2020-03-13T17:04:25,43.7666072,-79.18565897
500,21,45 - Improperly Discarded,2020-03-13T17:11:09,43.66461697,-79.41364978
25000,48,44 - Unattended,2020-03-13T19:57:48,43.7537407,-79.49166277
80000,8,01 - Suspected Arson,2020-03-13T23:08:58,43.72971578,-79.47970615
1000,22,44 - Unattended,2020-03-14T01:21:01,43.62082597,-79.48930719
5000,21,99 - Undetermined,2020-03-14T02:17:39,43.70786115,-79.39281937
5000,4,51 - Mechanical Failure,2020-03-14T12:16:10,43.70259238,-79.56237505
0,4,"60 - Other unintentional cause, not classified",2020-03-14T12:54:41,43.66849998,-79.30691791
500,24,"60 - Other unintentional cause, not classified",2020-03-14T17:47:39,43.66834922,-79.41902344
6000,4,20 - Design/Construction/Installation/Maintenance Deficiency,2020-03-14T20:28:47,43.78483026,-79.19543305
5000,22,52 - Electrical Failure,2020-03-14T20:39:12,43.68742226,-79.40871247
0,22,45 - Improperly Discarded,2020-03-14T21:12:37,43.75485424,-79.51707489
1000,26,45 - Improperly Discarded,2020-03-14T22:10:25,43.66552417,-79.49920745
1500,20,52 - Electrical Failure,2020-03-14T22:18:17,43.64914874,-79.37791832
0,22,45 - Improperly Discarded,2020-03-14T23:39:10,43.63330001,-79.50889557
25000,35,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-03-15T06:39:25,43.79488522,-79.16578251
20000,23,01 - Suspected Arson,2020-03-15T07:37:41,43.73286246,-79.27890251
400,20,"98 - Unintentional, cause undetermined",2020-03-15T11:29:31,43.72335733,-79.49677082
80000,56,99 - Undetermined,2020-03-15T14:09:36,43.69061962,-79.34267104
10000,21,46 - Used or Placed too close to combustibles,2020-03-15T19:59:34,43.66538917,-79.40999267
2000,22,45 - Improperly Discarded,2020-03-15T23:30:39,43.74478908,-79.24472072
100,21,99 - Undetermined,2020-03-16T00:52:40,43.65754426,-79.46524858
0,27,45 - Improperly Discarded,2020-03-16T02:22:34,43.64276586,-79.42599818
4000,21,99 - Undetermined,2020-03-16T12:28:03,43.71444839,-79.36513639
200,20,52 - Electrical Failure,2020-03-16T13:45:18,43.61377931,-79.48931473
250000,94,99 - Undetermined,2020-03-16T15:22:49,43.69175383,-79.2692187
100000,75,99 - Undetermined,2020-03-16T17:04:04,43.70915215,-79.56551512
30000,8,"98 - Unintentional, cause undetermined",2020-03-16T18:43:30,43.62280005,-79.52755057
5000,20,99 - Undetermined,2020-03-16T19:36:51,43.6683486,-79.38205611
75000,38,99 - Undetermined,2020-03-16T20:04:27,43.66595386,-79.51964876
0,22,99 - Undetermined,2020-03-16T20:35:55,43.72477238,-79.51042617
500,27,01 - Suspected Arson,2020-03-16T23:40:56,43.76641653,-79.43663596
5000,4,"60 - Other unintentional cause, not classified",2020-03-17T00:16:20,43.75518947,-79.48570693
500,21,45 - Improperly Discarded,2020-03-17T06:20:44,43.63521662,-79.42783634
100,22,01 - Suspected Arson,2020-03-17T06:37:37,43.78053867,-79.24702786
50000,81,"60 - Other unintentional cause, not classified",2020-03-17T08:46:11,43.7942618,-79.20114448
10000,29,"60 - Other unintentional cause, not classified",2020-03-17T10:17:01,43.78370301,-79.42198463
500,29,52 - Electrical Failure,2020-03-17T10:51:43,43.716136,-79.30546148
4000,4,99 - Undetermined,2020-03-17T12:49:51,43.7589245,-79.26693493
0,12,99 - Undetermined,2020-03-17T15:28:33,43.71574097,-79.50475719
500,38,50 - Other misuse of ignition source/material ignited,2020-03-18T10:58:20,43.68046042,-79.39893948
30000,17,44 - Unattended,2020-03-18T12:47:05,43.66763494,-79.37220824
2000,59,45 - Improperly Discarded,2020-03-18T16:11:48,43.70999645,-79.33439498
10000,22,44 - Unattended,2020-03-18T19:21:24,43.67831554,-79.44540636
600,4,99 - Undetermined,2020-03-18T23:50:23,43.70724047,-79.40331347
300000,39,46 - Used or Placed too close to combustibles,2020-03-19T03:05:03,43.75746761,-79.4254248
1500,4,52 - Electrical Failure,2020-03-19T12:15:40,43.65015721,-79.48482228
100000,54,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-03-19T16:55:22,43.72088562,-79.55644588
1500,21,99 - Undetermined,2020-03-20T00:33:33,43.69840079,-79.33823539
3000,4,01 - Suspected Arson,2020-03-21T06:33:25,43.6618128,-79.37161109
1000,21,51 - Mechanical Failure,2020-03-21T11:08:30,43.6550454,-79.57244262
2000,11,99 - Undetermined,2020-03-21T13:09:22,43.69120453,-79.50798209
1000,23,45 - Improperly Discarded,2020-03-21T20:41:18,43.67679079,-79.47306643
100000,85,"60 - Other unintentional cause, not classified",2020-03-21T23:34:11,43.68723023,-79.46336351
50000,61,99 - Undetermined,2020-03-22T09:18:17,43.73927065,-79.22065432
12000,53,45 - Improperly Discarded,2020-03-22T11:26:37,43.65627053,-79.36146559
100000,64,99 - Undetermined,2020-03-22T18:15:17,43.73681512,-79.43674386
300,29,52 - Electrical Failure,2020-03-22T19:12:12,43.76604191,-79.51167366
5000,21,45 - Improperly Discarded,2020-03-22T20:53:59,43.81994739,-79.32016668
500,7,01 - Suspected Arson,2020-03-22T20:56:25,43.71042043,-79.53486649
0,4,99 - Undetermined,2020-03-22T21:18:19,43.69512966,-79.30348073
8000,4,51 - Mechanical Failure,2020-03-22T21:59:20,43.71770338,-79.52304635
250000,121,50 - Other misuse of ignition source/material ignited,2020-03-23T11:43:45,43.64330064,-79.39824724
80000,7,"98 - Unintentional, cause undetermined",2020-03-23T15:17:05,43.71042043,-79.53486649
0,55,47 - Improper handling of ignition source or ignited material,2020-03-23T20:06:48,43.70518107,-79.27722582
5000,4,52 - Electrical Failure,2020-03-24T00:25:09,43.69130158,-79.50089113
2000,21,45 - Improperly Discarded,2020-03-24T02:22:15,43.69840079,-79.33823539
1825,55,44 - Unattended,2020-03-24T13:30:18,43.71112875,-79.39122689
1000,21,52 - Electrical Failure,2020-03-24T14:32:00,43.67673916,-79.46512816
100000,90,99 - Undetermined,2020-03-24T17:46:29,43.76139941,-79.17403669
500,4,45 - Improperly Discarded,2020-03-24T18:12:07,43.64822552,-79.37093218
50000,38,20 - Design/Construction/Installation/Maintenance Deficiency,2020-03-25T03:47:01,43.68792283,-79.49202046
0,21,99 - Undetermined,2020-03-25T06:09:49,43.60207393,-79.53410688
0,86,72 - Rekindle,2020-03-25T08:15:52,43.64330064,-79.39824724
190000,37,99 - Undetermined,2020-03-25T19:44:54,43.59769999,-79.51914461
2500,49,45 - Improperly Discarded,2020-03-26T08:18:25,43.78940898,-79.3582622
1000,55,99 - Undetermined,2020-03-26T13:55:48,43.77054939,-79.41120159
1500,21,44 - Unattended,2020-03-26T18:22:54,43.66236126,-79.58446905
28000,8,99 - Undetermined,2020-03-26T21:06:18,43.72673893,-79.5520886
0,22,99 - Undetermined,2020-03-27T00:41:00,43.80074713,-79.38793125
70000,63,"60 - Other unintentional cause, not classified",2020-03-27T11:52:46,43.67778707,-79.46754293
40000,14,52 - Electrical Failure,2020-03-27T18:07:10,43.61114374,-79.54674746
10000,21,99 - Undetermined,2020-03-27T21:07:37,43.70527196,-79.36148229
200,28,03 - Suspected Vandalism,2020-03-27T22:38:05,43.64788791,-79.40059705
500,4,99 - Undetermined,2020-03-28T00:51:40,43.6683486,-79.38205611
20000,12,12 - Vehicle Accident/Collision,2020-03-28T19:54:21,43.66475568,-79.34274289
4000,4,52 - Electrical Failure,2020-03-28T20:07:35,43.77246233,-79.52863019
20000,4,51 - Mechanical Failure,2020-03-28T20:14:04,43.61230761,-79.56267721
10000,25,44 - Unattended,2020-03-28T20:38:38,43.76325357,-79.23744774
1000,25,45 - Improperly Discarded,2020-03-28T21:08:59,43.6703087,-79.40530512
2500,58,"60 - Other unintentional cause, not classified",2020-03-28T21:33:38,43.78163768,-79.41600169
3500000,302,99 - Undetermined,2020-03-29T05:00:26,43.66034275,-79.50813846
500000,41,52 - Electrical Failure,2020-03-29T08:35:46,43.62834818,-79.50221073
100000,70,50 - Other misuse of ignition source/material ignited,2020-03-29T21:19:37,43.69730317,-79.50946212
0,22,03 - Suspected Vandalism,2020-03-30T00:48:31,43.6442043,-79.41886199
300000,14,12 - Vehicle Accident/Collision,2020-03-30T14:00:26,43.63407527,-79.4118641
500,4,01 - Suspected Arson,2020-03-30T23:26:27,43.65589584,-79.37144422
2000,4,01 - Suspected Arson,2020-03-31T00:06:05,43.65212388,-79.36441281
500,4,01 - Suspected Arson,2020-03-31T00:16:20,43.65127353,-79.36403029
25000,85,99 - Undetermined,2020-03-31T06:21:20,43.76615019,-79.19643473
0,25,"98 - Unintentional, cause undetermined",2020-03-31T15:28:50,43.75650108,-79.40657342
1000,19,20 - Design/Construction/Installation/Maintenance Deficiency,2020-03-31T16:42:23,43.66428563,-79.50219294
50,7,49 - Improper Storage,2020-03-31T20:10:58,43.68713855,-79.29006422
20000,23,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-03-31T22:48:38,43.73061764,-79.41516253
80000,4,01 - Suspected Arson,2020-04-01T03:24:46,43.73992224,-79.24553278
200,22,50 - Other misuse of ignition source/material ignited,2020-04-01T13:58:00,43.71849272,-79.43297398
1000,17,51 - Mechanical Failure,2020-04-02T06:42:18,43.64667032,-79.51457154
0,23,"98 - Unintentional, cause undetermined",2020-04-02T07:51:42,43.76448592,-79.16744821
5000,34,"98 - Unintentional, cause undetermined",2020-04-02T12:13:29,43.70547946,-79.29775451
1000000,27,99 - Undetermined,2020-04-02T14:21:37,43.66853932,-79.38706727
25000,39,52 - Electrical Failure,2020-04-02T21:37:57,43.65738288,-79.40320031
5000,22,49 - Improper Storage,2020-04-02T22:56:03,43.65241212,-79.39066727
5000,17,47 - Improper handling of ignition source or ignited material,2020-04-03T17:09:47,43.80053387,-79.37211684
1000,22,52 - Electrical Failure,2020-04-03T19:02:49,43.80758996,-79.18100358
0,21,46 - Used or Placed too close to combustibles,2020-04-04T13:36:23,43.65450338,-79.39037937
1000,4,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-04-04T16:29:27,43.84700784,-79.1771925
1000,22,44 - Unattended,2020-04-04T18:31:10,43.79838411,-79.36619381
55000,4,01 - Suspected Arson,2020-04-05T15:35:00,43.69007837,-79.50352566
22000,59,47 - Improper handling of ignition source or ignited material,2020-04-06T03:00:48,43.64102596,-79.43451699
1500,26,47 - Improper handling of ignition source or ignited material,2020-04-06T20:15:29,43.67766376,-79.37601384
100,4,990 - Under Investigation,2020-04-06T21:46:49,43.71655362,-79.33731638
2000,22,20 - Design/Construction/Installation/Maintenance Deficiency,2020-04-07T00:27:08,43.69370454,-79.28516226
5000,26,45 - Improperly Discarded,2020-04-07T02:58:40,43.68207378,-79.4795547
2000,8,01 - Suspected Arson,2020-04-07T06:07:28,43.75208999,-79.54238057
200,20,47 - Improper handling of ignition source or ignited material,2020-04-07T23:05:06,43.72260507,-79.24217448
50000,4,99 - Undetermined,2020-04-08T03:36:23,43.72087516,-79.24144885
20000,8,99 - Undetermined,2020-04-08T04:26:53,43.80527765,-79.29883713
50,5,99 - Undetermined,2020-04-08T10:19:34,43.76334683,-79.20884409
20000,59,99 - Undetermined,2020-04-08T20:09:33,43.75738341,-79.39330047
50000,21,01 - Suspected Arson,2020-04-08T23:09:35,43.66048848,-79.43243517
0,23,47 - Improper handling of ignition source or ignited material,2020-04-09T03:21:39,43.75567915,-79.22405634
1000,21,99 - Undetermined,2020-04-09T03:55:02,43.64145415,-79.53522381
1,28,99 - Undetermined,2020-04-09T04:45:03,43.63883946,-79.40064957
2000,56,"60 - Other unintentional cause, not classified",2020-04-09T13:01:30,43.68094802,-79.33486101
0,10,99 - Undetermined,2020-04-09T13:25:45,43.67191531,-79.37906835
40000,25,"98 - Unintentional, cause undetermined",2020-04-09T15:02:35,43.64270446,-79.57529136
20000,21,44 - Unattended,2020-04-10T03:52:31,43.65823592,-79.44662938
7500,22,20 - Design/Construction/Installation/Maintenance Deficiency,2020-04-10T11:49:27,43.6453125,-79.35248185
15000,10,"98 - Unintentional, cause undetermined",2020-04-10T23:01:58,43.71357854,-79.53624807
0,21,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-04-12T09:14:15,43.74477751,-79.48645243
100000,59,45 - Improperly Discarded,2020-04-12T10:23:08,43.64236259,-79.57706356
0,21,45 - Improperly Discarded,2020-04-12T12:05:15,43.6661517,-79.46256831
5000,4,01 - Suspected Arson,2020-04-12T12:52:06,43.77960242,-79.1366758
10000,27,46 - Used or Placed too close to combustibles,2020-04-12T13:23:54,43.65679373,-79.36565738
10000,34,50 - Other misuse of ignition source/material ignited,2020-04-12T14:04:09,43.66672551,-79.44646141
2000,17,99 - Undetermined,2020-04-12T20:49:47,43.76255742,-79.55610033
3000000,108,99 - Undetermined,2020-04-12T23:47:06,43.6712067,-79.28444097
10000,4,52 - Electrical Failure,2020-04-13T02:58:25,43.75044374,-79.62391184
300,1,03 - Suspected Vandalism,2020-04-13T07:07:38,43.64961473,-79.38213095
10000,38,44 - Unattended,2020-04-13T19:06:04,43.78953064,-79.21579407
5000,25,01 - Suspected Arson,2020-04-13T20:07:03,43.768409,-79.18622555
8000,39,"60 - Other unintentional cause, not classified",2020-04-14T05:52:51,43.71148248,-79.46660351
2500,4,52 - Electrical Failure,2020-04-14T17:00:36,43.63972314,-79.4235533
0,24,45 - Improperly Discarded,2020-04-14T17:29:54,43.64075831,-79.41146951
25000,59,"98 - Unintentional, cause undetermined",2020-04-14T18:25:29,43.70321859,-79.27951692
75000,58,47 - Improper handling of ignition source or ignited material,2020-04-14T20:37:29,43.68623254,-79.39333196
375000,113,01 - Suspected Arson,2020-04-15T07:25:02,43.69976321,-79.32765313
9999,5,99 - Undetermined,2020-04-15T16:27:27,43.7246173,-79.49107984
5000,36,"60 - Other unintentional cause, not classified",2020-04-15T20:26:37,43.70118301,-79.55334139
50000,8,01 - Suspected Arson,2020-04-16T02:11:30,43.76782645,-79.47148067
30000,4,990 - Under Investigation,2020-04-16T03:01:11,43.72509686,-79.55056511
200000,45,01 - Suspected Arson,2020-04-16T06:02:13,43.75974822,-79.49965878
500,21,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-04-16T10:22:28,43.68342557,-79.44526291
30000,25,47 - Improper handling of ignition source or ignited material,2020-04-16T12:44:19,43.68103301,-79.4571655
2000,57,45 - Improperly Discarded,2020-04-16T16:58:22,43.72260507,-79.24217448
1000,4,99 - Undetermined,2020-04-16T19:29:10,43.66635887,-79.40535481
450,21,52 - Electrical Failure,2020-04-16T22:47:06,43.69081405,-79.39791242
